player,elo,hard_elo,clay_elo,grass_elo,52_swon,52_svpt,52_rwon,52_rpt,52_s_pct,52_r_pct,52_s_pct_EM,52_r_pct_EM
Jordan Thompson,1663.04821077,1579.53612887,1557.72022871,1432.28048997,1061.0,1777.0,661.0,1793.0,0.597073719752,0.368655883993,0.597276367975,0.368169367337
Nicolas Jarry,1662.66404844,1513.99499494,1652.2189168,1468.5643113,752.0,1146.0,322.0,1034.0,0.656195462478,0.311411992263,0.654104224816,0.313081143103
Stefanos Tsitsipas,1660.98852052,1610.10794783,1446.77458547,1427.86113238,861.0,1335.0,436.0,1361.0,0.644943820225,0.320352681852,0.643694955744,0.321334769395
Denis Kudla,1658.26987488,1546.98268249,1496.92379267,1543.48735202,280.0,450.0,172.0,439.0,0.622222222222,0.391799544419,0.620680455354,0.387712787446
Francis Tiafoe,1658.09699426,1583.85703025,1362.4576512,1556.84999073,1142.0,1816.0,645.0,1868.0,0.628854625551,0.345289079229,0.628310749441,0.345397070127
Wishaya Trongcharoenchaikul,1657.97943556,1599.52606691,1559.37246962,1528.99103606,357.0,514.0,194.0,529.0,0.694552529183,0.366729678639,0.687646811582,0.365333512697
Laslo Djere,1657.04314957,1511.28945289,1676.30926725,1500.0,771.0,1228.0,424.0,1219.0,0.627850162866,0.347826086957,0.627062245406,0.347894927006
Ricardo Ojeda,1656.45748635,1638.96561269,1500.0,1500.0,129.0,214.0,61.0,173.0,0.602803738318,0.352601156069,0.603344965175,0.351974114756
Stephane Robert,1653.45740826,1567.73315997,1628.21284978,1438.29014771,218.0,410.0,132.0,384.0,0.531707317073,0.34375,0.539357162763,0.344398037022
Lloyd George,1652.91085349,1652.54917593,1379.59818538,1467.05900537,370.0,576.0,230.0,567.0,0.642361111111,0.405643738977,0.639678247276,0.401345550014
Illya Marchenko,1652.38174558,1624.39200149,1441.06146095,1361.90908619,137.0,229.0,101.0,254.0,0.598253275109,0.397637795276,0.599325266818,0.390126301982
Go Soeda,1648.68943835,1574.6183783,1503.15306118,1421.37855562,177.0,295.0,100.0,283.0,0.6,0.353356890459,0.600739965574,0.352830800137
Tim Smyczek,1645.40301107,1573.59236415,1517.45425662,1441.48753486,418.0,689.0,252.0,728.0,0.606676342525,0.346153846154,0.606605878838,0.346368037749
Cameron Norrie,1640.80288896,1482.92241908,1592.65634214,1473.13628251,364.0,653.0,234.0,627.0,0.557427258806,0.373205741627,0.560606111999,0.371559461625
Liam Broady,1638.57177893,1656.34662159,1488.24813186,1382.8285878,233.0,392.0,147.0,368.0,0.594387755102,0.399456521739,0.595579991358,0.393800990901
Emilio Gomez,1634.68372265,1539.78278358,1545.57312673,1500.0,93.0,150.0,45.0,144.0,0.62,0.3125,0.616568788215,0.321671726547
Kenny De,1634.12641472,1597.24805322,1446.97683381,1518.58079632,346.0,539.0,218.0,572.0,0.641929499072,0.381118881119,0.639299514476,0.378723580493
Lamine Ouahab,1633.09692799,1514.06372978,1635.96343137,1500.0,38.0,64.0,41.0,81.0,0.59375,0.506172839506,0.597895864495,0.448581111032
Mikael Ymer,1632.51822548,1573.97516948,1546.32700105,1500.0,437.0,758.0,305.0,719.0,0.576517150396,0.424200278164,0.578201597775,0.419612476375
Taro Daniel,1629.23198342,1569.21815884,1544.85795559,1391.64323571,929.0,1620.0,571.0,1563.0,0.573456790123,0.365323096609,0.574341423109,0.364864708437
Ernesto Escobedo,1624.29887173,1561.24584953,1563.01014535,1437.3106471,1117.0,1749.0,524.0,1688.0,0.638650657519,0.310426540284,0.637798963277,0.311493358731
Pedro Sousa,1622.53870906,1436.02244647,1545.07093633,1500.0,124.0,195.0,86.0,193.0,0.635897435897,0.445595854922,0.630198642554,0.426758246323
Dennis Novikov,1621.69879096,1470.11146974,1500.0,1516.65614363,207.0,319.0,96.0,277.0,0.648902821317,0.346570397112,0.642895048569,0.347021979849
Ilya Ivashka,1621.44605236,1676.21804748,1512.39300281,1500.0,343.0,535.0,221.0,557.0,0.641121495327,0.396768402154,0.638485627539,0.393091933929
Marsel Ilhan,1620.77358071,1614.73155294,1471.35594202,1423.47981344,113.0,193.0,66.0,189.0,0.585492227979,0.349206349206,0.589292226689,0.349299771352
Aisam Ul,1620.06001162,1556.38599276,1564.41828506,1620.62773429,231.0,311.0,109.0,334.0,0.742765273312,0.326347305389,0.726639160563,0.329233735903
Alessandro Giannessi,1619.65273368,1498.98007811,1605.4092515,1500.0,593.0,945.0,377.0,1027.0,0.627513227513,0.367088607595,0.626598093748,0.36632396654
Blaz Rola,1616.15893278,1504.30759776,1609.99577087,1395.92341417,35.0,57.0,9.0,47.0,0.614035087719,0.191489361702,0.609863320456,0.270720188776
Corentin Moutet,1615.70122762,1474.28249303,1599.60842024,1500.0,235.0,382.0,154.0,416.0,0.615183246073,0.370192307692,0.614243904471,0.368102908971
Ze Zhang,1614.50348206,1498.15054391,1581.6238329,1523.59640893,261.0,426.0,167.0,467.0,0.612676056338,0.357601713062,0.612048258423,0.356874508852
Radu Albot,1614.06007713,1464.08582821,1574.79310214,1566.68769147,1333.0,2223.0,804.0,2194.0,0.599640125956,0.36645396536,0.599755515066,0.366100837501
Roberto Quiroz,1612.98450263,1425.47462526,1606.56739624,1500.0,319.0,457.0,129.0,462.0,0.698030634573,0.279220779221,0.689906094719,0.285746996041
Marco Chiudinelli,1612.77877849,1586.04611753,1520.07174439,1472.16693356,248.0,392.0,142.0,405.0,0.632653061224,0.350617283951,0.629963179568,0.350518905084
Gonzalo Lama,1612.31815334,1449.20439816,1633.43355357,1500.0,67.0,101.0,34.0,111.0,0.663366336634,0.306306306306,0.646807440222,0.319238612678
Jirat Navasirisomboon,1612.11314986,1591.50100237,1475.07000269,1500.0,176.0,284.0,128.0,291.0,0.619718309859,0.439862542955,0.617828061358,0.42728370565
Evgeny Donskoy,1609.04653596,1572.62919461,1370.36615348,1453.28930984,850.0,1371.0,468.0,1451.0,0.619985412108,0.322536181943,0.619553470461,0.32339053169
Austin Krajicek,1606.81478348,1601.69969236,1433.32201773,1422.0108879,69.0,95.0,34.0,112.0,0.726315789474,0.303571428571,0.691979343158,0.317232901823
Di Wu,1606.38260272,1578.17879292,1423.9803207,1405.43133985,329.0,547.0,150.0,488.0,0.601462522852,0.30737704918,0.601795508764,0.311104750372
Jurgen Zopp,1601.92834566,1615.63367433,1472.66692622,1362.38843834,153.0,237.0,90.0,242.0,0.645569620253,0.371900826446,0.639344948782,0.368275496219
Benjamin Lock,1601.47783452,1590.56427916,1500.0,1500.0,55.0,82.0,24.0,73.0,0.670731707317,0.328767123288,0.646027787093,0.336973147896
Amine Ahouda,1599.22818228,1500.0,1601.65554712,1500.0,129.0,219.0,86.0,219.0,0.58904109589,0.392694063927,0.591809652592,0.385070865217
Reilly Opelka,1599.11831051,1582.69728969,1464.48988465,1430.36229743,381.0,577.0,155.0,560.0,0.660311958406,0.276785714286,0.65627810675,0.282447717926
Maximilian Marterer,1595.60108966,1619.17644941,1416.26179867,1401.66772584,838.0,1284.0,421.0,1317.0,0.652647975078,0.319665907365,0.651107245853,0.32070341596
Daniel Altmaier,1595.46434486,1500.0,1457.23460944,1551.58773257,252.0,402.0,116.0,384.0,0.626865671642,0.302083333333,0.624644299533,0.307289258304
Daniel Elahi,1594.76240983,1572.3731409,1500.0,1500.0,35.0,50.0,23.0,47.0,0.7,0.489361702128,0.654046940816,0.419395666366
Peter Polansky,1594.46655627,1563.43565119,1454.69057685,1443.73878873,334.0,531.0,150.0,500.0,0.629001883239,0.3,0.62707941434,0.304281839159
Laurynas Grigelis,1594.10832988,1473.61393837,1517.16917273,1500.0,180.0,306.0,141.0,334.0,0.588235294118,0.422155688623,0.590257187833,0.413186918587
Nenad Zimonjic,1593.99092777,1315.68426354,1386.92027857,1590.05569148,18.0,43.0,9.0,38.0,0.418604651163,0.236842105263,0.519330916287,0.299329203851
Rogerio Dutra,1591.46696201,1548.26027252,1576.62099248,1312.60885708,1226.0,2060.0,776.0,2085.0,0.595145631068,0.372182254197,0.595360733118,0.371684360483
Lorenzo Sonego,1591.22433223,1595.42442447,1481.71183626,1500.0,158.0,256.0,65.0,205.0,0.6171875,0.317073170732,0.615096482668,0.323170843975
Yasutaka Uchiyama,1589.69364591,1553.13448769,1500.0,1500.0,140.0,199.0,82.0,240.0,0.70351758794,0.341666666667,0.688194762738,0.342981837556
Vincent Millot,1588.41613736,1530.50205549,1382.97363098,1437.4349181,351.0,599.0,193.0,518.0,0.585976627713,0.372586872587,0.587515552829,0.3706747309
Stefano Napolitano,1588.16876159,1500.0,1551.62111497,1500.0,164.0,273.0,111.0,294.0,0.600732600733,0.377551020408,0.601352311081,0.373697140167
Aleksandr Nedovyesov,1586.97097049,1533.12516047,1453.63763376,1521.46818772,42.0,77.0,28.0,74.0,0.545454545455,0.378378378378,0.56796757435,0.367204916225
Dennis Novak,1586.11426623,1527.78000789,1541.29830727,1500.0,219.0,363.0,114.0,320.0,0.603305785124,0.35625,0.603567480869,0.355405285317
Maximo Gonzalez,1584.93668333,1461.41183547,1541.36078728,1348.82040509,130.0,229.0,77.0,187.0,0.56768558952,0.411764705882,0.574937853143,0.39925859695
Quentin Halys,1582.98543357,1517.80721793,1456.10361792,1500.0,466.0,713.0,235.0,716.0,0.653576437588,0.328212290503,0.650763763728,0.32953866726
Stefano Travaglia,1582.84315066,1567.13859503,1535.89720497,1448.56644139,521.0,830.0,282.0,781.0,0.627710843373,0.361075544174,0.626512340053,0.360426222399
Aqeel Khan,1582.6984281,1519.90796171,1387.90583344,1610.4563291,224.0,357.0,127.0,322.0,0.627450980392,0.394409937888,0.624782777095,0.388694452298
Adam Pavlasek,1582.46463608,1401.29603793,1590.20187729,1561.67426,192.0,335.0,105.0,300.0,0.573134328358,0.35,0.577304317887,0.349955728883
Reda El,1580.74930043,1464.95405439,1598.84239015,1500.0,65.0,111.0,34.0,97.0,0.585585585586,0.350515463918,0.591827888842,0.350240215504
Manuel Sanchez,1579.6502035,1566.12865747,1406.17282156,1500.0,117.0,197.0,91.0,204.0,0.593908629442,0.446078431373,0.595973580652,0.427975213281
Facundo Bagnis,1578.6753389,1458.11159711,1578.52668102,1372.02874825,547.0,876.0,266.0,813.0,0.624429223744,0.327183271833,0.623445547361,0.328416497766
Arthur De,1575.07721844,1528.24360751,1537.86163681,1500.0,98.0,186.0,66.0,185.0,0.52688172043,0.356756756757,0.542101110869,0.355317905661
Frederico Ferreira,1572.74489443,1387.03827815,1569.77412953,1500.0,57.0,101.0,44.0,97.0,0.564356435644,0.453608247423,0.577269337965,0.419605264527
Christian Garin,1570.59418881,1429.85683558,1643.65343772,1462.1278106,235.0,379.0,144.0,394.0,0.620052770449,0.365482233503,0.618572677923,0.363792193555
Andrew Whittington,1570.12778102,1573.27456857,1500.0,1432.85059048,97.0,138.0,45.0,152.0,0.702898550725,0.296052631579,0.680851711778,0.308750901592
Gianluigi Quinzi,1569.08744478,1500.0,1565.3650499,1500.0,121.0,215.0,72.0,169.0,0.562790697674,0.426035502959,0.57167379226,0.409374279589
August Holmgren,1567.84136494,1561.04491774,1500.0,1500.0,59.0,89.0,27.0,81.0,0.662921348315,0.333333333333,0.642560057733,0.339346769692
Elias Ymer,1566.53930102,1425.91781316,1598.83317912,1475.55364626,645.0,1048.0,383.0,1007.0,0.615458015267,0.380337636544,0.615035047924,0.378965708175
Matteo Berrettini,1565.29404585,1558.1728209,1484.56048283,1500.0,173.0,286.0,76.0,277.0,0.604895104895,0.274368231047,0.604972060622,0.285324970815
James Ward,1563.66669153,1512.34247399,1357.93248088,1394.62402411,79.0,127.0,32.0,124.0,0.622047244094,0.258064516129,0.617668461918,0.283307737018
Youssef Hossam,1561.04491774,1561.04491774,1500.0,1500.0,33.0,52.0,30.0,49.0,0.634615384615,0.612244897959,0.620744406426,0.483464922552
Chun Hsin,1561.04491774,1561.04491774,1500.0,1500.0,24.0,27.0,24.0,32.0,0.888888888889,0.75,0.724099667885,0.51149383243
Zsombor Piros,1561.04491774,1561.04491774,1500.0,1500.0,53.0,86.0,27.0,67.0,0.616279069767,0.402985074627,0.611961064686,0.380960768293
Marc Andrea,1561.04491774,1561.04491774,1500.0,1500.0,30.0,40.0,26.0,45.0,0.75,0.577777777778,0.678174672491,0.461047038512
Skyler Butts,1561.04491774,1561.04491774,1500.0,1500.0,29.0,45.0,35.0,58.0,0.644444444444,0.603448275862,0.627527825708,0.489634435131
Benjamin Hassan,1561.04491774,1561.04491774,1500.0,1500.0,53.0,81.0,38.0,93.0,0.654320987654,0.408602150538,0.63851844174,0.388773142344
Cristian Rodriguez,1561.04491774,1561.04491774,1500.0,1500.0,35.0,50.0,26.0,49.0,0.7,0.530612244898,0.655030477334,0.441869670941
Miljan Zekic,1557.28900994,1500.0,1531.83742459,1500.0,136.0,219.0,59.0,191.0,0.62100456621,0.30890052356,0.618068670517,0.316975100342
Carlos Taberner,1555.74609969,1545.01550592,1500.0,1500.0,92.0,153.0,37.0,121.0,0.601307189542,0.305785123967,0.602420555071,0.318094579558
Anthony Jackie,1554.50944154,1544.24948205,1500.0,1500.0,51.0,81.0,41.0,88.0,0.62962962963,0.465909090909,0.621516214082,0.425349713154
Jose Hernandez,1554.1479822,1544.56836248,1451.11624524,1500.0,140.0,226.0,95.0,247.0,0.619469026549,0.384615384615,0.617331418287,0.3790130905
Gleb Sakharov,1553.51806005,1500.0,1546.36769072,1500.0,90.0,145.0,39.0,125.0,0.620689655172,0.312,0.616692804441,0.32232088822
Kamil Majchrzak,1553.1410163,1474.0608382,1531.76390186,1472.59806582,77.0,114.0,36.0,115.0,0.675438596491,0.313043478261,0.65593001953,0.32369732041
Hady Habib,1551.96869762,1570.45238382,1491.09341882,1500.0,42.0,56.0,15.0,47.0,0.75,0.31914893617,0.679745577147,0.3344382506
Franco Skugor,1550.63204379,1525.28089206,1518.02165021,1379.91470249,269.0,433.0,156.0,457.0,0.621247113164,0.341356673961,0.619847116865,0.342134775781
John Bryan,1550.42826506,1561.04491774,1500.0,1500.0,40.0,64.0,25.0,54.0,0.625,0.462962962963,0.616174565636,0.410145715258
Pedja Krstin,1550.084755,1451.05710895,1605.63782712,1500.0,43.0,58.0,21.0,48.0,0.741379310345,0.4375,0.676029417411,0.393972452246
Marco Trungelliti,1549.06895845,1525.55596585,1512.24740664,1500.0,202.0,362.0,118.0,315.0,0.558011049724,0.374603174603,0.563876981917,0.37135665901
Thomas Fabbiano,1548.00360228,1495.23816813,1311.03171049,1494.19637965,766.0,1323.0,545.0,1456.0,0.578987150416,0.374313186813,0.579771054191,0.373540086948
Alberto Lim,1547.4116524,1508.20038444,1500.0,1500.0,172.0,276.0,101.0,268.0,0.623188405797,0.376865671642,0.620665396885,0.372796423033
Yannick Maden,1547.23850514,1495.98466907,1500.0,1500.0,178.0,298.0,110.0,300.0,0.597315436242,0.366666666667,0.598365276922,0.364358109746
Stefan Kozlov,1545.11434647,1309.8368858,1500.0,1559.5623279,324.0,530.0,164.0,514.0,0.611320754717,0.31906614786,0.610853657201,0.321638690224
Christian Lindell,1544.69011434,1367.62721044,1560.6294055,1500.0,111.0,163.0,91.0,197.0,0.680981595092,0.46192893401,0.667078227833,0.440244902497
Mathias Bourgue,1544.6176172,1489.64792491,1544.75651723,1500.0,57.0,91.0,26.0,98.0,0.626373626374,0.265306122449,0.619845710164,0.292717738259
Hong Kit,1542.44554449,1545.69446982,1500.0,1500.0,33.0,52.0,29.0,50.0,0.634615384615,0.58,0.620891275457,0.468197412357
Bogdan Borza,1540.91138334,1546.4094492,1500.0,1500.0,37.0,52.0,29.0,56.0,0.711538461538,0.517857142857,0.664597353708,0.440967350808
Michael Venus,1540.89811319,1470.54930323,1587.34693245,1500.0,67.0,133.0,47.0,141.0,0.503759398496,0.333333333333,0.528131466892,0.337429268981
Alejandro Gonzalez,1537.68520604,1515.48188771,1456.01607833,1385.71735678,126.0,227.0,69.0,199.0,0.555066079295,0.346733668342,0.564264745876,0.347297057447
Jason Kubler,1536.96830999,1462.17420334,1534.53228204,1500.0,81.0,153.0,47.0,122.0,0.529411764706,0.385245901639,0.549716181888,0.375328141838
Gonzalo Escobar,1535.5867221,1625.2712351,1440.99588391,1500.0,62.0,99.0,30.0,100.0,0.626262626263,0.3,0.619859250456,0.315920052907
Edan Leshem,1534.16048843,1472.18215514,1551.70599319,1500.0,117.0,178.0,56.0,177.0,0.657303370787,0.316384180791,0.646896592152,0.323388467912
Christopher Diaz,1533.26404119,1573.78009996,1358.01274981,1500.0,185.0,317.0,138.0,320.0,0.583596214511,0.43125,0.586261521007,0.420771024382
Takanyi Garanganga,1532.01558156,1539.38775845,1500.0,1500.0,40.0,65.0,27.0,62.0,0.615384615385,0.435483870968,0.611237249293,0.398409647821
Seong Chan,1529.67892496,1564.47971803,1521.38456379,1452.89295193,65.0,100.0,45.0,116.0,0.65,0.387931034483,0.637659727501,0.376872401481
Federico Gaio,1529.463658,1457.09357552,1548.15617152,1500.0,72.0,129.0,41.0,124.0,0.558139534884,0.33064516129,0.570622972038,0.335888634503
Aldin Setkic,1528.88498421,1453.79441013,1594.77267035,1500.0,23.0,52.0,11.0,44.0,0.442307692308,0.25,0.524289687234,0.301567180854
Viktor Galovic,1528.59030157,1500.0,1477.58123274,1500.0,100.0,153.0,58.0,163.0,0.653594771242,0.355828220859,0.643280220164,0.354447131604
Evan King,1526.96296925,1498.91237647,1500.0,1500.0,155.0,250.0,96.0,265.0,0.62,0.362264150943,0.617910471687,0.360361931869
Christopher Eubanks,1526.70219264,1487.38502171,1500.0,1500.0,254.0,407.0,94.0,350.0,0.624078624079,0.268571428571,0.621979810131,0.278202681259
Karim Mohamed,1523.12570174,1485.0875603,1485.6660256,1500.0,28.0,42.0,27.0,48.0,0.666666666667,0.5625,0.637236354421,0.457020959292
Peter Bothwell,1519.86358816,1497.06434685,1500.0,1500.0,77.0,137.0,70.0,158.0,0.56204379562,0.443037974684,0.571573535251,0.421574797405
Christian Harrison,1519.80156554,1485.66103442,1500.0,1500.0,43.0,102.0,25.0,84.0,0.421568627451,0.297619047619,0.485196073667,0.316337244387
Joris De,1517.70272447,1493.24031668,1500.0,1500.0,47.0,66.0,11.0,61.0,0.712121212121,0.180327868852,0.667160343906,0.254170606419
Nicolaas Scholtz,1517.36498276,1421.4989649,1576.91013271,1500.0,300.0,475.0,153.0,487.0,0.631578947368,0.314168377823,0.629393932678,0.317303407807
Brydan Klein,1515.27217359,1463.18522137,1500.0,1400.76611326,98.0,169.0,52.0,170.0,0.579881656805,0.305882352941,0.585181153865,0.315393247037
Harri Heliovaara,1513.65105308,1541.04060927,1425.03918174,1500.0,37.0,64.0,18.0,62.0,0.578125,0.290322580645,0.589534904248,0.315965507206
Michael Mmoh,1512.83397491,1512.6900644,1500.0,1438.95508226,187.0,313.0,84.0,277.0,0.597444089457,0.303249097473,0.598551260097,0.310003774429
Luca Vanni,1511.57381484,1418.19799056,1553.20547247,1412.84077549,24.0,53.0,18.0,52.0,0.452830188679,0.346153846154,0.523162758253,0.347828167606
M Abid,1510.08596605,1472.88473014,1466.82140517,1561.04491774,49.0,82.0,40.0,89.0,0.59756097561,0.449438202247,0.600189026218,0.414881886854
Duilio Beretta,1508.8747657,1497.56355441,1495.38923178,1500.0,33.0,42.0,32.0,66.0,0.785714285714,0.484848484848,0.713173910161,0.428510533633
Mitchell Krueger,1507.86068818,1562.72510222,1500.0,1384.15856834,182.0,311.0,110.0,297.0,0.585209003215,0.37037037037,0.587843916476,0.367534129655
Ivan Endara,1506.67780342,1432.76851805,1486.26845023,1500.0,75.0,128.0,21.0,104.0,0.5859375,0.201923076923,0.591780079582,0.248022773484
Yibing Wu,1501.67202879,1469.93205081,1500.0,1500.0,197.0,329.0,109.0,312.0,0.598784194529,0.349358974359,0.599615554164,0.349400360612
Yaraslau Shyla,1500.98194234,1521.32583023,1437.21965593,1500.0,159.0,251.0,72.0,234.0,0.633466135458,0.307692307692,0.628994547209,0.314734673149
Norbert Gombos,1497.64464055,1468.4177192,1449.87991276,1455.79528662,576.0,954.0,351.0,994.0,0.603773584906,0.353118712274,0.603845406208,0.352962672728
Jc Aragone,1493.97537083,1487.93526671,1500.0,1500.0,44.0,86.0,21.0,74.0,0.511627906977,0.283783783784,0.54683387558,0.309432372685
Evgeny Tyurnev,1493.65425399,1487.34675744,1500.0,1500.0,19.0,43.0,22.0,59.0,0.441860465116,0.372881355932,0.512146790975,0.36257130743
Rudolf Molleker,1492.73548557,1500.0,1487.95913376,1500.0,35.0,62.0,16.0,51.0,0.564516129032,0.313725490196,0.583578110203,0.330997578139
John Patrick,1492.33831528,1356.54872735,1500.0,1556.6593963,210.0,357.0,122.0,339.0,0.588235294118,0.3598820059,0.590230822955,0.358635252174
Aleksandar Vukic,1491.12645976,1478.98669705,1500.0,1500.0,71.0,104.0,26.0,93.0,0.682692307692,0.279569892473,0.657715513861,0.303159649875
Calvin Hemery,1489.5809906,1432.45815575,1534.03750664,1500.0,21.0,42.0,12.0,45.0,0.5,0.266666666667,0.552398410551,0.309145265399
Benjamin Bonzi,1489.40000693,1500.0,1488.04360662,1500.0,30.0,68.0,13.0,57.0,0.441176470588,0.228070175439,0.513148175207,0.283131270345
Wilfredo Gonzalez,1489.12926665,1507.81644416,1442.93219561,1500.0,125.0,191.0,78.0,208.0,0.65445026178,0.375,0.645823736567,0.370318751499
Tomislav Ternar,1488.22692435,1470.09174775,1500.0,1500.0,31.0,55.0,11.0,48.0,0.563636363636,0.229166666667,0.583739906718,0.288891607169
Patrick Tierro,1487.89656908,1469.63517285,1509.95162325,1500.0,27.0,56.0,13.0,47.0,0.482142857143,0.276595744681,0.542074311086,0.313198896659
Hugo Dellien,1487.88458883,1479.0350589,1509.94839407,1500.0,34.0,66.0,9.0,42.0,0.515151515152,0.214285714286,0.561578387218,0.285901074035
Liam Caruana,1487.05748516,1478.28255919,1500.0,1500.0,51.0,78.0,22.0,78.0,0.653846153846,0.282051282051,0.63628007959,0.307533041184
Geoffrey Blancaneaux,1486.63699563,1466.80943039,1500.0,1500.0,33.0,72.0,18.0,65.0,0.458333333333,0.276923076923,0.518076903833,0.307514582058
Adrian Menendez,1485.8927389,1512.01804143,1374.28595224,1427.03093127,366.0,602.0,201.0,579.0,0.607973421927,0.347150259067,0.607793650702,0.347340365805
Konstantin Kravchuk,1485.60298706,1326.43637272,1619.6856592,1393.78603267,442.0,724.0,211.0,673.0,0.610497237569,0.313521545319,0.610184673735,0.315889240078
Adrian Andreev,1485.3692931,1478.82011106,1500.0,1500.0,28.0,58.0,20.0,56.0,0.48275862069,0.357142857143,0.537047653364,0.353728311794
Joao Pedro,1485.15354152,1484.42958926,1500.0,1500.0,131.0,201.0,80.0,209.0,0.651741293532,0.382775119617,0.643623855533,0.376680597871
Rodrigo Arus,1485.01112202,1535.49977637,1434.4052696,1500.0,30.0,40.0,29.0,52.0,0.75,0.557692307692,0.683387795889,0.458754599892
Nicola Kuhn,1484.51018848,1479.78211918,1500.0,1500.0,51.0,83.0,26.0,80.0,0.614457831325,0.325,0.611241346419,0.33415151824
Luis Patino,1484.41114612,1581.26153737,1402.70271188,1500.0,76.0,107.0,54.0,119.0,0.710280373832,0.453781512605,0.681774907277,0.424231298891
Mykyta Mashtakov,1484.40083569,1500.0,1482.54522029,1500.0,27.0,63.0,13.0,57.0,0.428571428571,0.228070175439,0.50606561178,0.283131270345
Soren Hess,1484.11164447,1445.44279335,1500.0,1500.0,144.0,265.0,66.0,201.0,0.543396226415,0.328358208955,0.554633088338,0.332409394992
Yusuke Takahashi,1483.79819901,1480.72646478,1500.0,1500.0,50.0,87.0,36.0,90.0,0.574712643678,0.4,0.584874325366,0.382695194981
Alexander Donski,1482.73850964,1473.5288772,1500.0,1500.0,33.0,61.0,13.0,54.0,0.540983606557,0.240740740741,0.570088868996,0.291527408327
Markus Eriksson,1482.04898706,1494.05639775,1459.37992279,1500.0,32.0,39.0,20.0,39.0,0.820512820513,0.512820512821,0.705966161438,0.423517595936
Emil Ruusuvuori,1481.5870643,1505.96801041,1500.0,1500.0,59.0,113.0,46.0,101.0,0.522123893805,0.455445544554,0.547586970311,0.421775678096
Dominik Koepfer,1481.05800483,1471.84161117,1500.0,1500.0,21.0,44.0,15.0,50.0,0.477272727273,0.3,0.537592306605,0.32411234537
Tallon Griekspoor,1479.77928976,1489.63619624,1500.0,1444.37900747,42.0,80.0,13.0,51.0,0.525,0.254901960784,0.5624629939,0.300436732463
Vaclav Safranek,1479.69939417,1460.49115037,1500.0,1500.0,103.0,180.0,45.0,167.0,0.572222222222,0.269461077844,0.579206882413,0.287126138647
Hubert Hurkacz,1478.84177244,1474.28232875,1421.67161897,1500.0,37.0,61.0,24.0,72.0,0.606557377049,0.333333333333,0.606135357054,0.339800938347
Roberto Marcora,1478.4540867,1500.0,1449.76985673,1500.0,25.0,50.0,8.0,40.0,0.5,0.2,0.555500944476,0.280988566463
Dzmitry Zhyrmont,1478.09275296,1492.04212538,1382.33426619,1500.0,182.0,319.0,84.0,273.0,0.570532915361,0.307692307692,0.575421796835,0.313876826711
Juan Pablo,1477.79926013,1417.63889445,1519.86958463,1378.94620697,51.0,64.0,28.0,81.0,0.796875,0.345679012346,0.729054421794,0.347149222645
Alessandro Bega,1477.35472415,1480.04298946,1500.0,1500.0,42.0,70.0,35.0,90.0,0.6,0.388888888889,0.601802212913,0.375404696005
Kenneth Raisma,1475.22316859,1474.89149258,1500.0,1500.0,52.0,74.0,20.0,76.0,0.702702702703,0.263157894737,0.666816669612,0.296288483799
Roman Safiullin,1475.01152958,1461.0390058,1500.0,1500.0,32.0,56.0,9.0,45.0,0.571428571429,0.2,0.588334485391,0.276594885446
Arjun Kadhe,1474.87444677,1462.31700976,1500.0,1500.0,33.0,66.0,16.0,48.0,0.5,0.333333333333,0.550697983136,0.341432029708
Alexios Halebian,1473.88504039,1467.83322024,1500.0,1500.0,35.0,56.0,20.0,66.0,0.625,0.30303030303,0.617133465113,0.322470514266
Thai Son,1473.53489521,1479.00097056,1500.0,1443.64608376,133.0,221.0,76.0,220.0,0.601809954751,0.345454545455,0.602422011552,0.346199464571
Sekou Bangoura,1472.81590684,1475.66252426,1500.0,1500.0,44.0,60.0,8.0,56.0,0.733333333333,0.142857142857,0.676748465257,0.237409593108
Dimitar Kuzmanov,1467.75069507,1386.08333961,1588.29355742,1500.0,44.0,79.0,18.0,63.0,0.556962025316,0.285714285714,0.577019821596,0.313097391058
Matthew Foster,1466.53830409,1469.60012553,1500.0,1500.0,29.0,70.0,8.0,52.0,0.414285714286,0.153846153846,0.502380735231,0.246985956437
Alex Diaz,1465.72368153,1487.44647951,1500.0,1500.0,32.0,55.0,14.0,53.0,0.581818181818,0.264150943396,0.592597443945,0.304421430124
Mohamed Safwat,1465.67206928,1485.32610959,1357.92547487,1520.67412894,206.0,299.0,104.0,316.0,0.688963210702,0.329113924051,0.678665839139,0.331784112999
Prajnesh Gunneswaran,1463.93127179,1483.88334359,1500.0,1500.0,113.0,154.0,58.0,183.0,0.733766233766,0.31693989071,0.708692511914,0.323647713404
Kevin King,1462.63357527,1431.84827767,1500.0,1500.0,58.0,107.0,27.0,86.0,0.542056074766,0.313953488372,0.563655973249,0.326605162615
Alex Fairbanks,1461.14825074,1500.0,1439.98889847,1500.0,24.0,49.0,19.0,55.0,0.489795918367,0.345454545455,0.541485709,0.347402536732
Sebastian Arcila,1459.22939601,1461.28132497,1500.0,1500.0,28.0,59.0,14.0,50.0,0.474576271186,0.28,0.536164772487,0.313820554871
Jason Jung,1459.20546743,1471.60740763,1500.0,1433.98152911,63.0,115.0,31.0,99.0,0.547826086957,0.313131313131,0.565680675791,0.324923040273
